Date of Purchase,Purchaser Name,Denomination
15-Apr-19,PRL DEVELOPERS PRIVATE LIMITED,"1,00,00,000"
15-Apr-19,PRL DEVELOPERS PRIVATE LIMITED,"1,00,00,000"
15-Apr-19,PRL DEVELOPERS PRIVATE LIMITED,"1,00,00,000"
15-Apr-19,PRL DEVELOPERS PRIVATE LIMITED,"1,00,00,000"
15-Apr-19,PRL DEVELOPERS PRIVATE LIMITED,"1,00,00,000"
15-Apr-19,PRL DEVELOPERS PRIVATE LIMITED,"1,00,00,000"
15-Apr-19,PRL DEVELOPERS PRIVATE LIMITED,"1,00,00,000"
15-Apr-19,PRL DEVELOPERS PRIVATE LIMITED,"1,00,00,000"
15-Apr-19,PRL DEVELOPERS PRIVATE LIMITED,"1,00,00,000"
15-Apr-19,PRL DEVELOPERS PRIVATE LIMITED,"1,00,00,000"
15-Apr-19,PRL DEVELOPERS PRIVATE LIMITED,"1,00,00,000"
15-Apr-19,PRL DEVELOPERS PRIVATE LIMITED,"1,00,00,000"
15-Apr-19,PRL DEVELOPERS PRIVATE LIMITED,"1,00,00,000"
15-Apr-19,PRL DEVELOPERS PRIVATE LIMITED,"1,00,00,000"
15-Apr-19,PRL DEVELOPERS PRIVATE LIMITED,"1,00,00,000"
15-Apr-19,PRL DEVELOPERS PRIVATE LIMITED,"1,00,00,000"
15-Apr-19,PRL DEVELOPERS PRIVATE LIMITED,"1,00,00,000"
15-Apr-19,RAVINDER AGARWAL,"1,00,000"
15-Apr-19,RAVINDER AGARWAL,"1,00,000"
15-Apr-19,RAVINDER AGARWAL,"1,00,000"
15-Apr-19,RAVINDER AGARWAL,"1,00,000"
15-Apr-19,RAVINDER AGARWAL,"1,00,000"
15-Apr-19,RAVINDER AGARWAL,"1,00,000"
15-Apr-19,RAVINDER AGARWAL,"1,00,000"
15-Apr-19,RAVINDER AGARWAL,"1,00,000"
15-Apr-19,SANGIREDDY THIRUPATHI REDDY,"1,00,000"
15-Apr-19,SANGIREDDY THIRUPATHI REDDY,"1,00,000"
15-Apr-19,SANGIREDDY THIRUPATHI REDDY,"1,00,000"
15-Apr-19,SANGIREDDY THIRUPATHI REDDY,"1,00,000"
15-Apr-19,SANGIREDDY THIRUPATHI REDDY,"1,00,000"
15-Apr-19,SHAHAB RIZVI,"10,00,000"
15-Apr-19,SHANKARANARAYANA CONSTRUCTIONS PVT,"1,00,00,000"
15-Apr-19,SHANKARANARAYANA CONSTRUCTIONS PVT,"1,00,00,000"
15-Apr-19,SHANKARANARAYANA CONSTRUCTIONS PVT,"1,00,00,000"
15-Apr-19,SHANKARANARAYANA CONSTRUCTIONS PVT,"1,00,00,000"
15-Apr-19,SHANKARANARAYANA CONSTRUCTIONS PVT,"1,00,00,000"
15-Apr-19,SRI KRISHNA INFRAASTRUCTURES,"1,00,00,000"
15-Apr-19,SRI KRISHNA INFRAASTRUCTURES,"1,00,00,000"
15-Apr-19,SUN PHARMA LABORATORIES LIMTED,"1,00,00,000"
15-Apr-19,SUN PHARMA LABORATORIES LIMTED,"1,00,00,000"
15-Apr-19,SUN PHARMA LABORATORIES LIMTED,"1,00,00,000"
15-Apr-19,SUN PHARMA LABORATORIES LIMTED,"1,00,00,000"
15-Apr-19,SUN PHARMA LABORATORIES LIMTED,"1,00,00,000"
15-Apr-19,SUN PHARMA LABORATORIES LIMTED,"1,00,00,000"
15-Apr-19,SUN PHARMA LABORATORIES LIMTED,"1,00,00,000"
15-Apr-19,SUN PHARMA LABORATORIES LIMTED,"1,00,00,000"
15-Apr-19,SUN PHARMA LABORATORIES LIMTED,"1,00,00,000"
15-Apr-19,SUN PHARMA LABORATORIES LIMTED,"1,00,00,000"
15-Apr-19,SUN PHARMA LABORATORIES LIMTED,"1,00,00,000"
15-Apr-19,SUN PHARMA LABORATORIES LIMTED,"1,00,00,000"
15-Apr-19,SUN PHARMA LABORATORIES LIMTED,"1,00,00,000"
15-Apr-19,SUN PHARMA LABORATORIES LIMTED,"1,00,00,000"
15-Apr-19,SUN PHARMA LABORATORIES LIMTED,"1,00,00,000"
15-Apr-19,SUN PHARMA LABORATORIES LIMTED,"1,00,00,000"
15-Apr-19,SUN PHARMA LABORATORIES LIMTED,"1,00,00,000"
15-Apr-19,SUN PHARMA LABORATORIES LIMTED,"1,00,00,000"
15-Apr-19,SUN PHARMA LABORATORIES LIMTED,"1,00,00,000"
15-Apr-19,SUN PHARMA LABORATORIES LIMTED,"1,00,00,000"
15-Apr-19,SUN PHARMA LABORATORIES LTD,"10,00,000"
15-Apr-19,SUN PHARMA LABORATORIES LTD,"10,00,000"
15-Apr-19,SUN PHARMA LABORATORIES LTD,"1,00,00,000"
15-Apr-19,SUN PHARMA LABORATORIES LTD,"10,00,000"
15-Apr-19,SUN PHARMA LABORATORIES LTD,"10,00,000"
15-Apr-19,SUN PHARMA LABORATORIES LTD,"10,00,000"
15-Apr-19,SWAPNA CHENNAVARAM,"1,00,000"
15-Apr-19,SWAPNA CHENNAVARAM,"1,00,000"
15-Apr-19,SWAPNA CHENNAVARAM,"1,00,000"
15-Apr-19,SWAPNA CHENNAVARAM,"1,00,000"
15-Apr-19,SWAPNA CHENNAVARAM,"1,00,000"
15-Apr-19,UTKAL ALUMINA INTERNATIONAL LIMITED,"10,00,000"
15-Apr-19,UTKAL ALUMINA INTERNATIONAL LIMITED,"10,00,000"
15-Apr-19,VARDHMAN TEXTILES LTD,"10,00,000"
15-Apr-19,VARDHMAN TEXTILES LTD,"10,00,000"
15-Apr-19,VARDHMAN TEXTILES LTD,"1,00,000"
15-Apr-19,VARDHMAN TEXTILES LTD,"1,00,000"
15-Apr-19,VARDHMAN TEXTILES LTD,"1,00,000"
15-Apr-19,VARDHMAN TEXTILES LTD,"1,00,000"
15-Apr-19,VARDHMAN TEXTILES LTD,"1,00,000"
15-Apr-19,VASSUDEVA DEMPO FAMILY PRIVATE TRUST,"1,00,000"
15-Apr-19,VASSUDEVA DEMPO FAMILY PRIVATE TRUST,"1,00,000"
15-Apr-19,VASSUDEVA DEMPO FAMILY PRIVATE TRUST,"1,00,000"
15-Apr-19,VASSUDEVA DEMPO FAMILY PRIVATE TRUST,"1,00,000"
15-Apr-19,VASSUDEVA DEMPO FAMILY PRIVATE TRUST,"1,00,000"
15-Apr-19,VINAY AGARWAL,"1,00,000"
15-Apr-19,VINAY AGARWAL,"1,00,000"
15-Apr-19,VINAY AGARWAL,"1,00,000"
15-Apr-19,VINAY AGARWAL,"1,00,000"
15-Apr-19,VINAY AGARWAL,"1,00,000"
15-Apr-19,VINAY AGARWAL,"1,00,000"
15-Apr-19,VINAY AGARWAL,"1,00,000"
15-Apr-19,VINAY AGARWAL,"1,00,000"
15-Apr-19,VINAY AGARWAL,"1,00,000"
16-Apr-19,BELLWEY INTERNATIONAL CO,"10,00,000"
16-Apr-19,BELLWEY INTERNATIONAL CO,"10,00,000"
16-Apr-19,BELLWEY INTERNATIONAL CO,"10,00,000"
16-Apr-19,BELLWEY INTERNATIONAL CO,"10,00,000"
16-Apr-19,BELLWEY INTERNATIONAL CO,"10,00,000"
16-Apr-19,CAVALIER TRANSPORTERS PRIVATE LIMITED,"1,00,000"
16-Apr-19,CAVALIER TRANSPORTERS PRIVATE LIMITED,"1,00,000"
16-Apr-19,CAVALIER TRANSPORTERS PRIVATE LIMITED,"10,00,000"
16-Apr-19,CAVALIER TRANSPORTERS PRIVATE LIMITED,"1,00,000"
16-Apr-19,CAVALIER TRANSPORTERS PRIVATE LIMITED,"10,00,000"
16-Apr-19,CAVALIER TRANSPORTERS PRIVATE LIMITED,"1,00,000"
16-Apr-19,CAVALIER TRANSPORTERS PRIVATE LIMITED,"1,00,000"
16-Apr-19,CAVALIER TRANSPORTERS PRIVATE LIMITED,"10,00,000"
16-Apr-19,CAVALIER TRANSPORTERS PRIVATE LIMITED,"10,00,000"
16-Apr-19,CAVALIER TRANSPORTERS PRIVATE LIMITED,"10,00,000"
16-Apr-19,CAVALIER TRANSPORTERS PRIVATE LIMITED,"10,00,000"
16-Apr-19,CAVALIER TRANSPORTERS PRIVATE LIMITED,"10,00,000"
16-Apr-19,CAVALIER TRANSPORTERS PRIVATE LIMITED,"10,00,000"
16-Apr-19,IDEAL REAL ESTATES PRIVATE LIMITED,"1,00,00,000"
16-Apr-19,JAI SUSPENSION SYSTEMS LLP,"10,00,000"
16-Apr-19,JAI SUSPENSION SYSTEMS LLP,"10,00,000"
16-Apr-19,JAI SUSPENSION SYSTEMS LLP,"10,00,000"
16-Apr-19,JAI SUSPENSION SYSTEMS LLP,"10,00,000"
16-Apr-19,JAI SUSPENSION SYSTEMS LLP,"10,00,000"
16-Apr-19,JUBILANT LIFE SCIENCES LIMITED,"1,00,00,000"
16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,"1,00,00,000"
16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,"1,00,00,000"
16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,"1,00,00,000"
16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,"1,00,00,000"
16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,"1,00,00,000"
16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,"1,00,00,000"
16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,"1,00,00,000"
16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,"1,00,00,000"
16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,"1,00,00,000"
16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,"1,00,00,000"
16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,"1,00,00,000"
16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,"1,00,00,000"
16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,"1,00,00,000"
16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,"1,00,00,000"
16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,"1,00,00,000"
16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,"1,00,00,000"
16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,"1,00,00,000"
16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,"1,00,00,000"
16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,"1,00,00,000"
16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,"1,00,00,000"
16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,"1,00,00,000"
16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,"1,00,00,000"
16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,"1,00,00,000"
16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,"1,00,00,000"
16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,"1,00,00,000"
16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,"1,00,00,000"
16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,"1,00,00,000"
16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,"1,00,00,000"
16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,"1,00,00,000"
16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,"1,00,00,000"
16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,"1,00,00,000"
16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,"1,00,00,000"
16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,"1,00,00,000"
16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,"1,00,00,000"
16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,"1,00,00,000"
16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,"1,00,00,000"
16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,"1,00,00,000"
16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,"1,00,00,000"
16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,"1,00,00,000"
16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,"1,00,00,000"
16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,"1,00,00,000"
16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,"1,00,00,000"
16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,"1,00,00,000"
16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,"1,00,00,000"
16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,"1,00,00,000"
16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,"1,00,00,000"
16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,"1,00,00,000"
16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,"1,00,00,000"
16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,"1,00,00,000"
16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,"1,00,00,000"
16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,"1,00,00,000"
16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,"1,00,00,000"
16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,"1,00,00,000"
16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,"1,00,00,000"
16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,"1,00,00,000"
16-Apr-19,KEYSTONE REALTORS PVT LTD,"10,00,000"
16-Apr-19,KEYSTONE REALTORS PVT LTD,"10,00,000"
16-Apr-19,KEYSTONE REALTORS PVT LTD,"10,00,000"
16-Apr-19,KEYSTONE REALTORS PVT LTD,"10,00,000"
16-Apr-19,KEYSTONE REALTORS PVT LTD,"10,00,000"
16-Apr-19,KEYSTONE REALTORS PVT LTD,"10,00,000"
16-Apr-19,KEYSTONE REALTORS PVT LTD,"10,00,000"
16-Apr-19,KEYSTONE REALTORS PVT LTD,"10,00,000"
16-Apr-19,KEYSTONE REALTORS PVT LTD,"10,00,000"
16-Apr-19,KEYSTONE REALTORS PVT LTD,"10,00,000"
16-Apr-19,KEYSTONE REALTORS PVT LTD,"10,00,000"
16-Apr-19,KEYSTONE REALTORS PVT LTD,"10,00,000"
16-Apr-19,KEYSTONE REALTORS PVT LTD,"10,00,000"
16-Apr-19,KEYSTONE REALTORS PVT LTD,"10,00,000"
16-Apr-19,KEYSTONE REALTORS PVT LTD,"10,00,000"
16-Apr-19,KEYSTONE REALTORS PVT LTD,"10,00,000"
16-Apr-19,KEYSTONE REALTORS PVT LTD,"10,00,000"
16-Apr-19,KEYSTONE REALTORS PVT LTD,"10,00,000"
16-Apr-19,KEYSTONE REALTORS PVT LTD,"10,00,000"
16-Apr-19,KEYSTONE REALTORS PVT LTD,"10,00,000"
16-Apr-19,KEYSTONE REALTORS PVT LTD,"10,00,000"
16-Apr-19,KEYSTONE REALTORS PVT LTD,"10,00,000"
16-Apr-19,KEYSTONE REALTORS PVT LTD,"10,00,000"
16-Apr-19,KEYSTONE REALTORS PVT LTD,"10,00,000"
16-Apr-19,KEYSTONE REALTORS PVT LTD,"10,00,000"
16-Apr-19,KEYSTONE REALTORS PVT LTD,"10,00,000"
16-Apr-19,KEYSTONE REALTORS PVT LTD,"10,00,000"
16-Apr-19,KEYSTONE REALTORS PVT LTD,"10,00,000"
16-Apr-19,KEYSTONE REALTORS PVT LTD,"10,00,000"
16-Apr-19,KEYSTONE REALTORS PVT LTD,"10,00,000"
16-Apr-19,KEYSTONE REALTORS PVT LTD,"10,00,000"
16-Apr-19,KEYSTONE REALTORS PVT LTD,"10,00,000"
16-Apr-19,KEYSTONE REALTORS PVT LTD,"10,00,000"
16-Apr-19,KEYSTONE REALTORS PVT LTD,"10,00,000"
16-Apr-19,KEYSTONE REALTORS PVT LTD,"10,00,000"
16-Apr-19,KEYSTONE REALTORS PVT LTD,"10,00,000"
16-Apr-19,KEYSTONE REALTORS PVT LTD,"10,00,000"
16-Apr-19,KEYSTONE REALTORS PVT LTD,"10,00,000"
16-Apr-19,KEYSTONE REALTORS PVT LTD,"10,00,000"
16-Apr-19,KEYSTONE REALTORS PVT LTD,"10,00,000"
16-Apr-19,KEYSTONE REALTORS PVT LTD,"10,00,000"
16-Apr-19,KEYSTONE REALTORS PVT LTD,"10,00,000"
16-Apr-19,KEYSTONE REALTORS PVT LTD,"10,00,000"
16-Apr-19,KEYSTONE REALTORS PVT LTD,"10,00,000"
16-Apr-19,KEYSTONE REALTORS PVT LTD,"10,00,000"
16-Apr-19,KEYSTONE REALTORS PVT LTD,"10,00,000"
16-Apr-19,KEYSTONE REALTORS PVT LTD,"10,00,000"
16-Apr-19,KEYSTONE REALTORS PVT LTD,"10,00,000"
16-Apr-19,KEYSTONE REALTORS PVT LTD,"10,00,000"
16-Apr-19,KEYSTONE REALTORS PVT LTD,"10,00,000"
16-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,"1,00,00,000"
16-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,"1,00,00,000"
16-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,"1,00,00,000"
16-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,"1,00,00,000"
16-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,"1,00,00,000"
16-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,"1,00,00,000"
16-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,"1,00,00,000"
16-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,"1,00,00,000"
16-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,"1,00,00,000"
16-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,"1,00,00,000"
16-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,"1,00,00,000"
16-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,"1,00,00,000"
16-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,"1,00,00,000"
16-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,"1,00,00,000"
16-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,"1,00,00,000"
16-Apr-19,MODERN ROAD MAKERS PVT LTD,"1,00,00,000"
16-Apr-19,MODERN ROAD MAKERS PVT LTD,"1,00,00,000"
16-Apr-19,MODERN ROAD MAKERS PVT LTD,"1,00,00,000"
16-Apr-19,MUTHOOT FINANCE LTD,"10,00,000"
16-Apr-19,MUTHOOT FINANCE LTD,"10,00,000"
16-Apr-19,MUTHOOT FINANCE LTD,"10,00,000"
16-Apr-19,MUTHOOT FINANCE LTD,"10,00,000"
16-Apr-19,MUTHOOT FINANCE LTD,"10,00,000"
16-Apr-19,MUTHOOT FINANCE LTD,"10,00,000"
16-Apr-19,MUTHOOT FINANCE LTD,"10,00,000"
16-Apr-19,MUTHOOT FINANCE LTD,"10,00,000"
16-Apr-19,MUTHOOT FINANCE LTD,"10,00,000"
16-Apr-19,MUTHOOT FINANCE LTD,"10,00,000"
16-Apr-19,MUTHOOT FINANCE LTD,"10,00,000"
16-Apr-19,MUTHOOT FINANCE LTD,"10,00,000"
16-Apr-19,MUTHOOT FINANCE LTD,"10,00,000"
16-Apr-19,MUTHOOT FINANCE LTD,"10,00,000"
16-Apr-19,MUTHOOT FINANCE LTD,"10,00,000"
16-Apr-19,MUTHOOT FINANCE LTD,"10,00,000"
16-Apr-19,MUTHOOT FINANCE LTD,"10,00,000"
16-Apr-19,MUTHOOT FINANCE LTD,"10,00,000"
16-Apr-19,MUTHOOT FINANCE LTD,"10,00,000"
16-Apr-19,MUTHOOT FINANCE LTD,"10,00,000"
16-Apr-19,MUTHOOT FINANCE LTD,"10,00,000"
16-Apr-19,MUTHOOT FINANCE LTD,"10,00,000"
16-Apr-19,MUTHOOT FINANCE LTD,"10,00,000"
16-Apr-19,MUTHOOT FINANCE LTD,"10,00,000"
16-Apr-19,MUTHOOT FINANCE LTD,"10,00,000"
16-Apr-19,MUTHOOT FINANCE LTD,"10,00,000"
16-Apr-19,MUTHOOT FINANCE LTD,"10,00,000"
16-Apr-19,MUTHOOT FINANCE LTD,"10,00,000"
16-Apr-19,MUTHOOT FINANCE LTD,"10,00,000"
16-Apr-19,MUTHOOT FINANCE LTD,"10,00,000"
16-Apr-19,OMKAR REALTORS PROJECTS PVT LTD,"1,00,00,000"
16-Apr-19,OMKAR REALTORS PROJECTS PVT LTD,"1,00,00,000"
16-Apr-19,OMKAR REALTORS PROJECTS PVT LTD,"1,00,00,000"
16-Apr-19,OMKAR REALTORS PROJECTS PVT LTD,"1,00,00,000"
16-Apr-19,P SHIVA SHANKAR REDDY,"1,00,000"
16-Apr-19,P SHIVA SHANKAR REDDY,"1,00,000"
16-Apr-19,P SHIVA SHANKAR REDDY,"1,00,000"
16-Apr-19,P SHIVA SHANKAR REDDY,"1,00,000"
16-Apr-19,PEGASUS PROPERTIES PVT LTD,"1,00,00,000"
16-Apr-19,PEGASUS PROPERTIES PVT LTD,"1,00,00,000"
16-Apr-19,PEGASUS PROPERTIES PVT LTD,"1,00,00,000"
16-Apr-19,PEGASUS PROPERTIES PVT LTD,"10,00,000"
16-Apr-19,PEGASUS PROPERTIES PVT LTD,"10,00,000"
16-Apr-19,PEGASUS PROPERTIES PVT LTD,"10,00,000"
16-Apr-19,PEGASUS PROPERTIES PVT LTD,"10,00,000"
16-Apr-19,PEGASUS PROPERTIES PVT LTD,"1,00,00,000"
16-Apr-19,PEGASUS PROPERTIES PVT LTD,"1,00,00,000"
16-Apr-19,PEGASUS PROPERTIES PVT LTD,"10,00,000"
16-Apr-19,PEGASUS PROPERTIES PVT LTD,"1,00,00,000"
16-Apr-19,PEGASUS PROPERTIES PVT LTD,"1,00,00,000"
16-Apr-19,PEGASUS PROPERTIES PVT LTD,"10,00,000"
16-Apr-19,PEGASUS PROPERTIES PVT LTD,"1,00,00,000"
16-Apr-19,PEGASUS PROPERTIES PVT LTD,"10,00,000"
16-Apr-19,PEGASUS PROPERTIES PVT LTD,"10,00,000"
16-Apr-19,PEGASUS PROPERTIES PVT LTD,"1,00,00,000"
16-Apr-19,PEGASUS PROPERTIES PVT LTD,"10,00,000"
16-Apr-19,PEGASUS PROPERTIES PVT LTD,"10,00,000"
16-Apr-19,POLINA GANESWARARAO,"1,00,000"
16-Apr-19,POLINA GANESWARARAO,"1,00,000"
16-Apr-19,POLINA GANESWARARAO,"1,00,000"
16-Apr-19,POLINA GANESWARARAO,"1,00,000"
16-Apr-19,PRIME SALES CORPORATION,"1,00,000"
16-Apr-19,PRIME SALES CORPORATION,"10,00,000"
16-Apr-19,PRIME SALES CORPORATION,"1,00,000"
16-Apr-19,PRIME SALES CORPORATION,"1,00,000"
16-Apr-19,PRIME SALES CORPORATION,"1,00,000"
16-Apr-19,PRIME SALES CORPORATION,"10,00,000"
16-Apr-19,PRIME SALES CORPORATION,"1,00,000"
16-Apr-19,PRIME SALES CORPORATION,"10,00,000"
16-Apr-19,QUALITY MAINTENANCE VENTURE LTD,"10,00,000"
16-Apr-19,QUALITY MAINTENANCE VENTURE LTD,"10,00,000"
16-Apr-19,QUALITY MAINTENANCE VENTURE LTD,"10,00,000"
16-Apr-19,QUALITY MAINTENANCE VENTURE LTD,"10,00,000"
16-Apr-19,QUALITY MAINTENANCE VENTURE LTD,"10,00,000"
16-Apr-19,RAIPUR BOTLING COMPANY,"1,000"
16-Apr-19,S R C CHEMICALS PVT LTD,"1,00,00,000"
16-Apr-19,SANJAY JAIN,"10,00,000"
16-Apr-19,SDS LOGISTICS PRIVATE LIMITED,"1,00,000"
16-Apr-19,SDS LOGISTICS PRIVATE LIMITED,"10,00,000"
16-Apr-19,SDS LOGISTICS PRIVATE LIMITED,"10,00,000"
16-Apr-19,SDS LOGISTICS PRIVATE LIMITED,"1,00,000"
16-Apr-19,SDS LOGISTICS PRIVATE LIMITED,"1,00,000"
16-Apr-19,SDS LOGISTICS PRIVATE LIMITED,"1,00,000"
16-Apr-19,SDS LOGISTICS PRIVATE LIMITED,"10,00,000"
16-Apr-19,SDS LOGISTICS PRIVATE LIMITED,"1,00,000"
16-Apr-19,SHAURYAVIR CARRIERS PRIVATE LIMITED,"10,00,000"
16-Apr-19,SHAURYAVIR CARRIERS PRIVATE LIMITED,"10,00,000"
16-Apr-19,SHAURYAVIR CARRIERS PRIVATE LIMITED,"10,00,000"
16-Apr-19,SHAURYAVIR CARRIERS PRIVATE LIMITED,"10,00,000"
16-Apr-19,SHAURYAVIR CARRIERS PRIVATE LIMITED,"10,00,000"
16-Apr-19,SHAURYAVIR CARRIERS PRIVATE LIMITED,"10,00,000"
16-Apr-19,SHAURYAVIR CARRIERS PRIVATE LIMITED,"10,00,000"
16-Apr-19,SHAURYAVIR CARRIERS PRIVATE LIMITED,"10,00,000"
16-Apr-19,SHAURYAVIR CARRIERS PRIVATE LIMITED,"10,00,000"
16-Apr-19,SHAURYAVIR CARRIERS PRIVATE LIMITED,"10,00,000"
16-Apr-19,SK INFRA,"1,00,000"
16-Apr-19,SK INFRA,"1,00,000"
16-Apr-19,SK INFRA,"1,00,000"
16-Apr-19,SK INFRA,"1,00,000"
16-Apr-19,SNS CLOTHING PVT LTD,"1,00,00,000"
16-Apr-19,SNS CLOTHING PVT LTD,"1,00,00,000"
16-Apr-19,SREE KRUTHI,"1,00,000"
16-Apr-19,SREE KRUTHI,"1,00,000"
16-Apr-19,SREE KRUTHI,"1,00,000"
16-Apr-19,SREE KRUTHI,"1,00,000"
16-Apr-19,SREE KRUTHI,"1,00,000"
16-Apr-19,SREE KRUTHI,"1,00,000"
16-Apr-19,SREE KRUTHI,"1,00,000"
16-Apr-19,SREE KRUTHI,"1,00,000"
16-Apr-19,ST PATRICKS REALTY PVT LTD,"1,00,00,000"
16-Apr-19,ST PATRICKS REALTY PVT LTD,"1,00,00,000"
16-Apr-19,ST PATRICKS REALTY PVT LTD,"1,00,00,000"
16-Apr-19,SWETA ESTATES PVT LTD,"1,00,00,000"
16-Apr-19,SWETA ESTATES PVT LTD,"1,00,00,000"
16-Apr-19,THE SUPREME INDUSTRIES LTD,"1,00,000"
16-Apr-19,THE SUPREME INDUSTRIES LTD,"1,00,000"
16-Apr-19,THE SUPREME INDUSTRIES LTD,"1,00,000"
16-Apr-19,THE SUPREME INDUSTRIES LTD,"10,00,000"
16-Apr-19,THE SUPREME INDUSTRIES LTD,"10,00,000"
16-Apr-19,THE SUPREME INDUSTRIES LTD,"10,00,000"
16-Apr-19,THE SUPREME INDUSTRIES LTD,"10,00,000"
16-Apr-19,THE SUPREME INDUSTRIES LTD,"10,00,000"
16-Apr-19,THE SUPREME INDUSTRIES LTD,"10,00,000"
16-Apr-19,THE SUPREME INDUSTRIES LTD,"10,00,000"
16-Apr-19,THE SUPREME INDUSTRIES LTD,"10,00,000"
16-Apr-19,THE SUPREME INDUSTRIES LTD,"1,00,00,000"
16-Apr-19,THE SUPREME INDUSTRIES LTD,"1,00,000"
16-Apr-19,THE SUPREME INDUSTRIES LTD,"10,00,000"
16-Apr-19,THE SUPREME INDUSTRIES LTD,"10,00,000"
16-Apr-19,THE SUPREME INDUSTRIES LTD,"10,00,000"
16-Apr-19,THE SUPREME INDUSTRIES LTD,"1,00,000"
16-Apr-19,THE SUPREME INDUSTRIES LTD,"10,00,000"
16-Apr-19,UM CABLES LIMITED,"10,00,000"
16-Apr-19,UM CABLES LIMITED,"10,00,000"
16-Apr-19,UM CABLES LIMITED,"10,00,000"
16-Apr-19,UM CABLES LIMITED,"10,00,000"
16-Apr-19,UM CABLES LIMITED,"10,00,000"
16-Apr-19,UM CABLES LIMITED,"10,00,000"
16-Apr-19,UM CABLES LIMITED,"10,00,000"
16-Apr-19,UM CABLES LIMITED,"10,00,000"
16-Apr-19,UM CABLES LIMITED,"10,00,000"
16-Apr-19,UM CABLES LIMITED,"10,00,000"
